1633902600000,54947.45924985,54947.45924985,54858.41,54890.02,0.0
1633902900000,54894.53,54912.55378951,54825.1,54828.06,0.0
1633903200000,54832.86,54898.40736534,54756.14,54857.12739885,0.0
1633903500000,54859.25929908,54859.25929908,54632.39,54712.42253914,0.0
1633903800000,54723.49460038,54816.99252219,54716.07,54811.34743539,0.0
1633904100000,54811.16461997,54811.34898242,54718.67,54754.47506832,0.0
1633904400000,54753.88813577,54886.07266739,54728.57,54870.90776838,0.0
1633904700000,54870.99455542,54893.08101752,54765.44242158,54797.00652559,0.0
1633905000000,54794.67735565,54795.33012665,54723.68,54739.09,0.0
1633905300000,54743.21,54749.08479247,54619.46,54658.03190127,0.0
1633905600000,54654.07445333,54823.3492134,54593.11,54769.3226585,0.0
1633905900000,54744.09,54876.27657049,54697.34,54853.94,0.0
1633906200000,54853.94,54974.1343333,54850.87,54974.1343333,0.0
1633906500000,54979.88654866,54979.88654866,54879.01,54948.35936062,0.0
1633906800000,54931.3,54963.42405257,54886.4,54890.0,0.0
1633907100000,54890.0,54898.22055317,54835.0,54837.1,0.0
1633907400000,54837.1,54896.90496625,54834.59744235,54840.25,0.0
1633907700000,54840.25,54920.7680543,54833.32,54879.83,0.0
1633908000000,54876.82,54964.86659478,54842.29692071,54952.61,0.0
1633908300000,54952.11141536,54952.11141536,54833.65313027,54849.89822667,0.0
1633908600000,54848.66715871,54851.16927004,54744.51,54756.44,0.0
1633908900000,54752.74,54761.92981168,54621.97,54693.51394011,0.0
1633909200000,54696.08873762,54696.08873762,54543.41425883,54673.51096764,0.0
1633909500000,54672.5828123,54743.51,54571.05,54579.76,0.0
1633909800000,54581.59,54812.93477169,54399.99,54637.24,0.0
1633910100000,54650.88,54828.94092588,54640.49,54707.79,0.0
1633910400000,54701.15,54713.93683218,54470.88,54621.67,0.0
1633910700000,54610.78,54900.0,54605.25,54871.83,0.0
1633911000000,54886.36,54933.5447823,54728.37035368,54735.39253706,0.0
1633911300000,54733.4000129,54817.17789227,54644.8,54654.35733272,0.0
1633911600000,54650.27,54688.61352055,54584.96,54588.39,0.0
1633911900000,54588.39,54743.7340771,54566.99,54743.7340771,0.0
1633912200000,54745.25979258,54922.5968351,54737.69,54916.07115409,0.0
1633912500000,54913.66569601,54967.44310417,54869.80510667,54967.44310417,0.0
1633912800000,54964.4258785,54967.76257398,54902.24,54950.01,0.0
1633913100000,54963.3958149,54995.76,54905.0,54935.23,0.0
1633913400000,54935.23,55128.42823763,54914.21,55126.8492085,0.0
1633913700000,55123.33860208,55192.8,55115.34399103,55160.84321171,0.0
1633914000000,55162.03,55181.24,55099.99,55135.89754293,0.0
1633914300000,55135.99316059,55385.4742266,55134.86885846,55385.4742266,0.0
1633914600000,55383.43,55473.10787439,55314.51,55463.94,0.0
1633914900000,55461.77,55481.61856384,55342.26671811,55371.93230496,0.0
1633915200000,55371.93230496,55536.53946604,55325.96,55491.08,0.0
1633915500000,55491.66363503,55643.59146262,55471.12150093,55523.07,0.0
1633915800000,55529.09,55560.27,55482.54,55489.42659073,0.0
1633916100000,55486.22,55541.67094636,55464.00271668,55469.2951853,0.0
1633916400000,55470.32819501,55510.0618198,55438.45227598,55508.55171485,0.0
1633916700000,55510.38976824,55548.81856613,55452.94123796,55464.55,0.0
1633917000000,55455.94,55468.46,55404.31,55435.5,0.0
1633917300000,55426.60705934,55458.6972779,55341.26,55345.46,0.0
